transaction_id,target_company,acquirer,sector,sub_sector,deal_year,deal_quarter,deal_type,geography,financing_type,deal_size_mm,target_revenue_mm,target_ebitda_mm,ebitda_margin_pct,revenue_growth_pct,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,acquirer_type,target_ownership_pre
MA-2019-0284,Integrity Clinics,Welsh Carson,Physician Groups,Physician Groups,2019,Q1,Recapitalization,Mountain West,Cash + Stock,6.5,2.6,0.2,13.9,13.4,7.3,2.51,9.1,Closed,Geographic Expansion|Diversification,3,204.0,Financial Sponsor,Private
MA-2022-0285,Woodland Device Solutions,Boston Scientific,Medical Devices,Medical Devices,2022,Q4,Bolt-on Acquisition,Great Plains,Stock,4370.1,886.4,188.8,22.3,12.0,23.8,4.93,12.1,Closed,Scale|Geographic Expansion|Platform Build|Margin Improvement|Cost Synergies,2,360.0,Strategic,Private
MA-2020-0286,Maple Dental Care,Hellman & Friedman,Dental,Dental,2020,Q1,Leveraged Buyout,Southeast,Stock,427.6,125.0,19.0,15.5,8.2,13.0,3.42,8.8,Closed,Geographic Expansion|Vertical Integration,2,305.0,Financial Sponsor,Private
MA-2019-0287,Keystone Behavioral Services,Welsh Carson,Behavioral Health,Behavioral Health,2019,Q2,Management Buyout,Midwest,Leveraged,126.9,53.5,6.4,13.9,21.2,15.1,2.37,4.7,Closed,Geographic Expansion|High Growth|Diversification,3,323.0,Financial Sponsor,PE-Backed
MA-2020-0288,Core MedTech,GTCR,Medical Devices,Medical Devices,2020,Q1,Leveraged Buyout,Midwest,Stock,3510.4,706.3,182.9,28.1,6.6,22.2,4.97,2.6,Terminated,Scale|Geographic Expansion|Margin Improvement|Diversification,3,,Financial Sponsor,Public
MA-2017-0289,Legacy Medical Group,CHRISTUS Health,Healthcare Services,Healthcare Services,2017,Q2,Leveraged Buyout,National,Stock,1450.6,523.7,52.4,16.8,5.9,19.1,2.77,6.6,Closed,Scale|Market Share,2,336.0,Strategic,Non-Profit
MA-2022-0290,Oak Coverage,Elevance Health,Health Insurance,Health Insurance,2022,Q1,Minority Investment,National,All Cash,1285.2,973.6,92.5,2.1,16.7,18.5,1.32,6.5,Closed,Scale|High Growth|Market Share,1,165.0,Strategic,Public
MA-2020-0291,Maple Specialty Care,Nordic Capital,Physician Groups,Physician Groups,2020,Q2,Management Buyout,Mountain West,Mixed,34.9,19.5,2.7,17.0,6.3,10.4,1.79,8.7,Pending,Geographic Expansion|Cost Synergies,2,,Financial Sponsor,Private
MA-2016-0292,Valley Health Tech,Netsmart Technologies,Health IT,Health IT,2016,Q4,Leveraged Buyout,Multi-Regional,Leveraged,264.1,45.0,12.6,26.2,19.4,21.4,5.87,5.6,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Diversification,3,160.0,Strategic,Private
MA-2023-0293,Superior Behavioral Health,GTCR,Behavioral Health,Behavioral Health,2023,Q3,Strategic Acquisition,Northeast,Seller Financing,70.2,25.8,2.8,17.6,17.7,14.6,2.72,13.2,Closed,Geographic Expansion|High Growth|Cross-sell,2,418.0,Financial Sponsor,PE-Backed
MA-2022-0294,Great Reimbursement,Veritas Capital,Revenue Cycle,Revenue Cycle,2022,Q1,Management Buyout,Multi-Regional,Stock,26.4,8.3,1.7,16.1,15.0,21.0,3.18,9.2,Closed,Geographic Expansion|Diversification,5,285.0,Financial Sponsor,PE-Backed
MA-2021-0295,National DSO,InterDent,Dental,Dental,2021,Q3,Strategic Acquisition,Great Plains,Seller Financing,32.7,9.2,1.8,20.1,18.9,10.3,3.55,8.7,Closed,Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,1,191.0,Strategic,Public
MA-2022-0296,Bridge Clinical Analytics,Veeva Systems,Health IT,Health IT,2022,Q1,Bolt-on Acquisition,Multi-Regional,Cash + Stock,443.1,84.1,17.5,21.7,22.9,19.5,5.27,12.4,Pending,Technology Capability|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Cost Synergies,2,,Strategic,Non-Profit
MA-2021-0297,Prime Medical Technologies,Francisco Partners,Medical Devices,Medical Devices,2021,Q2,Leveraged Buyout,Mountain West,Mixed,445.6,74.6,22.2,21.7,15.9,15.3,5.97,7.3,Closed,Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,3,72.0,Financial Sponsor,PE-Backed
MA-2023-0298,Alliance Health Plan,Molina Healthcare,Health Insurance,Health Insurance,2023,Q2,Recapitalization,Mountain West,Leveraged,763.9,611.1,64.2,3.9,8.5,17.3,1.25,6.2,Closed,Scale|Geographic Expansion|Diversification,3,392.0,Strategic,Private
MA-2022-0299,Vantage RCM,Welsh Carson,Revenue Cycle,Revenue Cycle,2022,Q3,Merger of Equals,West Coast,Mixed,192.9,50.0,12.6,23.7,12.9,21.6,3.86,17.2,Closed,Geographic Expansion|Margin Improvement|Cost Synergies,2,311.0,Financial Sponsor,Private
MA-2016-0300,Independence Pharma,Pfizer,Pharma/Biotech,Pharma/Biotech,2016,Q4,Minority Investment,Southwest,Earnout,2320.5,355.9,89.0,24.9,7.4,28.5,6.52,3.5,Closed,Scale|Geographic Expansion|Margin Improvement|Vertical Integration,2,351.0,Strategic,PE-Backed
MA-2017-0301,Beacon Medical Informatics,R1 RCM,Health IT,Health IT,2017,Q1,Platform Investment,West Coast,Stock,66.9,10.6,2.8,27.2,22.6,23.9,6.3,9.5,Closed,Technology Capability|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Market Share,3,399.0,Strategic,PE-Backed
MA-2016-0302,Global Dental Care,Advent International,Dental,Dental,2016,Q3,Platform Investment,Great Plains,All Cash,13.5,5.5,0.8,13.8,13.2,17.0,2.47,9.4,Closed,Geographic Expansion|Platform Build|Diversification,1,118.0,Financial Sponsor,PE-Backed
MA-2018-0303,Empire Mental Health,Bain Capital,Behavioral Health,Behavioral Health,2018,Q4,Strategic Acquisition,Great Plains,Cash + Stock,164.2,113.2,15.5,11.9,9.6,8.9,1.45,8.0,Closed,Geographic Expansion|Cost Synergies,3,245.0,Financial Sponsor,PE-Backed
MA-2020-0304,Professional Health Management,Francisco Partners,Healthcare Services,Healthcare Services,2020,Q1,Recapitalization,Great Plains,All Cash,164.2,53.7,9.6,16.8,8.4,16.6,3.06,9.5,Closed,Geographic Expansion|Diversification,1,368.0,Financial Sponsor,PE-Backed
MA-2017-0305,Lake Clinical Analytics,Blackstone,Health IT,Health IT,2017,Q1,Recapitalization,Southwest,Stock,20.7,3.2,0.8,21.6,22.5,21.1,6.53,9.2,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Cross-sell,4,142.0,Financial Sponsor,Private
MA-2020-0306,Delta Health,Bon Secours Mercy Health,Healthcare Services,Healthcare Services,2020,Q4,Strategic Acquisition,Northeast,Stock,212.3,82.3,10.8,11.2,3.6,9.6,2.58,19.0,Closed,Geographic Expansion|Vertical Integration,4,392.0,Strategic,Non-Profit
MA-2023-0307,Charter Healthcare Finance,Waystar,Revenue Cycle,Revenue Cycle,2023,Q1,Carve-out,Midwest,All Cash,22.8,5.3,1.1,23.9,11.6,14.3,4.31,5.5,Closed,Geographic Expansion|Margin Improvement|Carve-out Complexity|Diversification,2,347.0,Strategic,Private
MA-2021-0308,Alliance Care Analytics,Definitive Healthcare,Health IT,Health IT,2021,Q4,Minority Investment,Southeast,Earnout,19.3,3.4,0.9,25.9,25.5,18.8,5.67,3.1,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Cross-sell,2,216.0,Strategic,Private
MA-2020-0309,Great Health Informatics,Veritas Capital,Health IT,Health IT,2020,Q2,Bolt-on Acquisition,Multi-Regional,Leveraged,29.3,5.5,1.1,18.1,20.3,20.3,5.33,5.2,Closed,Technology Capability|Geographic Expansion|Platform Build|High Growth|Cost Synergies,1,406.0,Financial Sponsor,PE-Backed
MA-2021-0310,Green Multispecialty Group,Nordic Capital,Physician Groups,Physician Groups,2021,Q4,Recapitalization,Southwest,Cash + Stock,301.0,144.7,13.2,12.0,6.7,14.0,2.08,2.3,Closed,Geographic Expansion|Cross-sell,2,223.0,Financial Sponsor,Public
MA-2022-0311,Silver Health Partners,Advocate Health,Healthcare Services,Healthcare Services,2022,Q2,Leveraged Buyout,Southwest,Stock,35.3,20.9,2.8,18.4,5.2,13.8,1.69,2.9,Closed,Geographic Expansion|Diversification,4,135.0,Strategic,Private
MA-2020-0312,Sterling Care Network,UPMC,Healthcare Services,Healthcare Services,2020,Q1,Strategic Acquisition,National,Cash + Stock,55.0,20.1,3.8,10.7,10.7,11.3,2.73,8.4,Closed,Cost Synergies,4,348.0,Strategic,PE-Backed
MA-2016-0313,National Oral Health,Vista Equity,Dental,Dental,2016,Q4,Carve-out,Mountain West,Cash + Stock,159.8,49.0,7.5,16.4,4.8,12.9,3.26,10.9,Closed,Geographic Expansion|Carve-out Complexity|Cost Synergies,4,136.0,Financial Sponsor,Public
MA-2015-0314,Capital Smile Group,Vista Equity,Dental,Dental,2015,Q1,Merger of Equals,Midwest,All Cash,22.1,9.9,1.5,15.4,6.6,13.2,2.24,14.4,Withdrawn,Geographic Expansion|Market Share,2,,Financial Sponsor,Non-Profit
MA-2018-0315,Coastal Clinics,Vista Equity,Physician Groups,Physician Groups,2018,Q4,Leveraged Buyout,West Coast,All Cash,16.0,9.2,1.4,10.3,7.7,10.7,1.74,7.9,Closed,Geographic Expansion|Vertical Integration,2,347.0,Financial Sponsor,Private
MA-2020-0316,Apex Multispecialty Group,KKR,Physician Groups,Physician Groups,2020,Q4,Bolt-on Acquisition,Great Plains,Leveraged,6.1,2.7,0.2,14.3,4.2,11.2,2.24,10.6,Closed,Geographic Expansion|Platform Build|Cost Synergies,2,228.0,Financial Sponsor,Private
MA-2022-0317,Valley MedTech,Medtronic,Medical Devices,Medical Devices,2022,Q1,Leveraged Buyout,Great Plains,Mixed,349.2,64.5,18.4,28.7,7.8,17.7,5.41,7.6,Closed,Geographic Expansion|Margin Improvement|Diversification,1,366.0,Strategic,Private
MA-2020-0318,Integrated Integrated Behavioral,Universal Health Services,Behavioral Health,Behavioral Health,2020,Q2,Bolt-on Acquisition,Multi-Regional,Stock,31.9,11.8,1.7,14.7,23.2,14.8,2.7,5.5,Closed,Geographic Expansion|Platform Build|High Growth|Cross-sell,1,241.0,Strategic,Private
MA-2022-0319,Tri Home Health,Blackstone,Home Health/Hospice,Home Health/Hospice,2022,Q2,Minority Investment,Southwest,Seller Financing,74.7,31.0,3.6,11.8,17.1,14.8,2.41,5.8,Closed,Geographic Expansion|High Growth|Cost Synergies,2,209.0,Financial Sponsor,Private
MA-2020-0320,Pro PBM,TPG Capital,Health Insurance,Health Insurance,2020,Q1,Leveraged Buyout,National,Earnout,336.8,340.2,20.1,4.7,8.8,11.6,0.99,9.2,Withdrawn,Cross-sell,2,,Financial Sponsor,Public
MA-2021-0321,Harbor Health Analytics,WellSky,Health IT,Health IT,2021,Q4,Platform Investment,Southwest,Seller Financing,47.2,9.0,1.9,24.8,19.2,25.6,5.22,2.2,Terminated,Technology Capability|Geographic Expansion|Platform Build|High Growth|Margin Improvement|Cost Synergies,4,,Strategic,Private
MA-2020-0322,Pacific Behavioral Health,BetterHelp,Behavioral Health,Behavioral Health,2020,Q3,Recapitalization,Multi-Regional,Stock,21.0,7.2,1.2,14.7,16.3,8.2,2.9,8.3,Closed,Geographic Expansion|High Growth|Vertical Integration,5,272.0,Strategic,Public
MA-2022-0323,Southeast Managed Care,Alignment Healthcare,Health Insurance,Health Insurance,2022,Q1,Platform Investment,Mid-Atlantic,Stock,212.2,167.1,17.9,8.1,15.9,13.3,1.27,3.3,Closed,Geographic Expansion|Platform Build|High Growth|Market Share,2,134.0,Strategic,Non-Profit
MA-2017-0324,Clearwater BioTech,AbbVie,Pharma/Biotech,Pharma/Biotech,2017,Q1,Minority Investment,Mid-Atlantic,Cash + Stock,63.2,9.4,2.5,27.0,9.4,21.8,6.75,6.3,Closed,Geographic Expansion|Margin Improvement|Cross-sell,3,300.0,Strategic,Non-Profit
MA-2021-0325,Peak Biopharma,Bristol-Myers Squibb,Pharma/Biotech,Pharma/Biotech,2021,Q4,Merger of Equals,Multi-Regional,Earnout,51.2,6.1,1.7,28.4,20.6,25.6,8.45,15.9,Closed,Geographic Expansion|High Growth|Margin Improvement|Cross-sell,4,65.0,Strategic,Private
MA-2016-0326,Alliance Claims Management,R1 RCM,Revenue Cycle,Revenue Cycle,2016,Q2,SPAC Merger,National,Cash + Stock,83.4,21.4,3.6,16.8,9.9,20.6,3.89,8.1,Closed,Diversification,1,307.0,Strategic,Public
MA-2017-0327,Prime Imaging Systems,Bain Capital,Medical Devices,Medical Devices,2017,Q4,Minority Investment,Mountain West,Stock,663.0,113.9,26.9,24.5,9.6,25.5,5.82,4.8,Closed,Scale|Geographic Expansion|Margin Improvement|Vertical Integration,1,155.0,Financial Sponsor,PE-Backed
MA-2019-0328,National Private Duty,CenterWell Home Health,Home Health/Hospice,Home Health/Hospice,2019,Q1,Platform Investment,Southwest,Stock,30.7,11.0,1.5,6.7,17.8,15.6,2.8,8.9,Closed,Geographic Expansion|Platform Build|High Growth|Vertical Integration,3,90.0,Strategic,Private
MA-2017-0329,Universal Counseling,TPG Capital,Behavioral Health,Behavioral Health,2017,Q4,Merger of Equals,National,Leveraged,19.8,8.1,1.4,11.0,21.5,12.2,2.44,19.6,Closed,High Growth|Vertical Integration,4,159.0,Financial Sponsor,Private
MA-2023-0330,Charter Care Partners,Atrium Health,Healthcare Services,Healthcare Services,2023,Q4,Platform Investment,Great Plains,Earnout,2021.8,825.2,136.2,14.9,14.5,18.5,2.45,2.2,Closed,Scale|Geographic Expansion|Platform Build|Cross-sell,3,342.0,Strategic,Public
MA-2021-0331,Oak Primary Care,Francisco Partners,Physician Groups,Physician Groups,2021,Q1,Merger of Equals,Midwest,Seller Financing,162.5,69.4,7.4,8.4,17.2,15.8,2.34,12.5,Closed,Geographic Expansion|High Growth|Cost Synergies,1,184.0,Financial Sponsor,Private
MA-2022-0332,Universal Behavioral Services,Universal Health Services,Behavioral Health,Behavioral Health,2022,Q2,Bolt-on Acquisition,Multi-Regional,Mixed,31.1,9.8,1.3,16.4,13.7,12.8,3.17,8.2,Closed,Geographic Expansion|Platform Build|Market Share,2,395.0,Strategic,PE-Backed
MA-2022-0333,Cascade Orthodontics,GTCR,Dental,Dental,2022,Q4,Minority Investment,Midwest,All Cash,42.2,21.4,3.2,20.0,16.5,11.3,1.97,6.0,Closed,Geographic Expansion|High Growth|Vertical Integration,5,317.0,Financial Sponsor,PE-Backed
MA-2019-0334,Alliance Denial Management,Bain Capital,Revenue Cycle,Revenue Cycle,2019,Q3,Platform Investment,Great Plains,Seller Financing,519.3,159.3,25.8,19.0,9.6,16.0,3.26,9.8,Closed,Scale|Geographic Expansion|Platform Build|Cross-sell,2,110.0,Financial Sponsor,Non-Profit
MA-2016-0335,First Life Sciences,Bristol-Myers Squibb,Pharma/Biotech,Pharma/Biotech,2016,Q1,Leveraged Buyout,Mountain West,All Cash,165.5,22.5,7.1,29.9,16.9,27.8,7.35,2.3,Closed,Geographic Expansion|High Growth|Margin Improvement|Diversification,1,174.0,Strategic,Private
MA-2023-0336,Horizon EHR Solutions,Change Healthcare,Health IT,Health IT,2023,Q2,Minority Investment,Northeast,All Cash,301.4,44.1,8.9,23.8,17.2,24.0,6.84,8.0,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Market Share,2,301.0,Strategic,Non-Profit
MA-2021-0337,Frontier Clinics,General Atlantic,Physician Groups,Physician Groups,2021,Q3,Platform Investment,National,All Cash,7.1,3.2,0.4,12.0,7.2,14.4,2.23,2.8,Terminated,Platform Build|Diversification,3,,Financial Sponsor,PE-Backed
MA-2018-0338,Crown Care Providers,Francisco Partners,Physician Groups,Physician Groups,2018,Q2,Recapitalization,Southeast,Mixed,645.6,457.9,49.5,8.4,5.7,10.6,1.41,3.0,Rumored,Scale|Geographic Expansion|Market Share,2,,Financial Sponsor,PE-Backed
MA-2024-0339,Harbor Health Network,Nordic Capital,Healthcare Services,Healthcare Services,2024,Q4,Carve-out,National,Leveraged,35.0,13.0,1.7,10.7,5.8,11.6,2.7,13.6,Closed,Carve-out Complexity|Diversification,3,136.0,Financial Sponsor,Private
MA-2019-0340,Zenith Home Care,Warburg Pincus,Home Health/Hospice,Home Health/Hospice,2019,Q1,Platform Investment,Southeast,Stock,102.3,87.4,6.5,15.9,11.9,14.9,1.17,4.7,Terminated,Geographic Expansion|Platform Build|Cross-sell,2,,Financial Sponsor,Non-Profit
MA-2021-0341,Principal Counseling,Advent International,Behavioral Health,Behavioral Health,2021,Q4,Minority Investment,Great Plains,Earnout,163.0,88.1,14.0,10.8,16.3,13.2,1.85,5.2,Closed,Geographic Expansion|High Growth|Diversification,1,107.0,Financial Sponsor,Private
MA-2020-0342,Principal Palliative Care,Francisco Partners,Home Health/Hospice,Home Health/Hospice,2020,Q1,Platform Investment,Mountain West,Seller Financing,932.3,375.9,53.8,7.0,12.3,11.3,2.48,3.2,Closed,Scale|Geographic Expansion|Platform Build|Cross-sell,5,297.0,Financial Sponsor,Non-Profit
MA-2020-0343,Eagle Home Services,Nordic Capital,Home Health/Hospice,Home Health/Hospice,2020,Q1,Strategic Acquisition,Mountain West,All Cash,132.9,63.9,9.0,10.6,8.6,13.5,2.08,12.4,Closed,Geographic Expansion|Cross-sell,2,330.0,Financial Sponsor,PE-Backed
MA-2021-0344,Coastal Health Assurance,TPG Capital,Health Insurance,Health Insurance,2021,Q4,Leveraged Buyout,National,Mixed,180.3,142.0,3.0,6.9,6.0,17.4,1.27,2.4,Closed,Diversification,3,190.0,Financial Sponsor,Private
MA-2022-0345,Pinnacle Home Health,HCA Healthcare,Healthcare Services,Healthcare Services,2022,Q3,Recapitalization,Southeast,Leveraged,37.1,11.9,1.9,16.6,8.3,12.3,3.12,4.9,Closed,Geographic Expansion|Cost Synergies,2,376.0,Strategic,Private
MA-2019-0346,Hudson Physician Group,New Mountain Capital,Physician Groups,Physician Groups,2019,Q4,Merger of Equals,Northeast,Earnout,11.8,15.3,2.1,12.7,8.7,11.8,0.77,8.3,Closed,Geographic Expansion|Market Share,1,295.0,Financial Sponsor,Private
MA-2024-0347,Integrity Cardiovascular Systems,Blackstone,Medical Devices,Medical Devices,2024,Q2,Leveraged Buyout,Southeast,Mixed,1905.7,440.1,101.2,23.0,9.0,23.0,4.33,3.7,Withdrawn,Scale|Geographic Expansion|Margin Improvement|Vertical Integration,3,,Financial Sponsor,Non-Profit
MA-2022-0348,Tri MedTech,Welsh Carson,Medical Devices,Medical Devices,2022,Q4,Recapitalization,Southwest,Stock,2253.1,482.5,99.9,28.0,9.5,17.9,4.67,7.2,Closed,Scale|Geographic Expansion|Margin Improvement|Diversification,5,205.0,Financial Sponsor,Private
MA-2021-0349,Metro Counseling,General Atlantic,Behavioral Health,Behavioral Health,2021,Q2,SPAC Merger,Great Plains,Cash + Stock,75.1,31.3,5.3,10.7,23.1,14.0,2.4,8.6,Closed,Geographic Expansion|High Growth|Vertical Integration,3,334.0,Financial Sponsor,PE-Backed
MA-2022-0350,Quality Medical Group,TPG Capital,Healthcare Services,Healthcare Services,2022,Q4,Minority Investment,Southeast,Earnout,186.6,62.4,11.0,16.5,15.4,11.2,2.99,5.3,Closed,Geographic Expansion|High Growth|Market Share,2,252.0,Financial Sponsor,Private
MA-2019-0351,Charter Clinical Systems,Epic Systems,Health IT,Health IT,2019,Q1,Carve-out,Midwest,Stock,39.8,6.7,1.6,24.6,25.1,24.4,5.93,7.6,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Carve-out Complexity|Cost Synergies,1,414.0,Strategic,Public
MA-2019-0352,Granite Medical,KKR,Healthcare Services,Healthcare Services,2019,Q1,Recapitalization,Midwest,Cash + Stock,365.2,110.7,15.6,15.2,17.0,16.8,3.3,7.9,Closed,Geographic Expansion|High Growth|Vertical Integration,5,173.0,Financial Sponsor,Public
MA-2022-0353,Frontier Health AI,Evolent Health,Health IT,Health IT,2022,Q2,Recapitalization,Southwest,Cash + Stock,324.6,48.7,12.4,22.1,17.1,19.8,6.66,3.7,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Vertical Integration,1,296.0,Strategic,PE-Backed
MA-2023-0354,Alliance DSO,Welsh Carson,Dental,Dental,2023,Q3,Leveraged Buyout,Mid-Atlantic,Mixed,56.7,15.6,3.2,12.3,17.6,16.1,3.63,7.2,Closed,Geographic Expansion|High Growth|Cross-sell,2,174.0,Financial Sponsor,PE-Backed
MA-2023-0355,Hudson Behavioral Services,Nordic Capital,Behavioral Health,Behavioral Health,2023,Q4,Merger of Equals,West Coast,All Cash,16.1,5.3,0.6,16.6,13.5,15.8,3.02,18.6,Pending,Geographic Expansion|Cost Synergies,4,,Financial Sponsor,PE-Backed
MA-2021-0356,Valley Dental Network,Heartland Dental,Dental,Dental,2021,Q3,Recapitalization,Southeast,Mixed,30.7,9.4,1.6,16.2,5.0,10.7,3.26,4.1,Closed,Geographic Expansion|Vertical Integration,3,277.0,Strategic,PE-Backed
MA-2018-0357,Sterling Health Systems,GTCR,Healthcare Services,Healthcare Services,2018,Q1,Bolt-on Acquisition,Midwest,Cash + Stock,911.4,396.3,64.6,17.6,15.5,12.2,2.3,14.7,Closed,Scale|Geographic Expansion|Platform Build|High Growth|Vertical Integration,3,208.0,Financial Sponsor,Public
MA-2019-0358,Capital Home Services,Elara Caring,Home Health/Hospice,Home Health/Hospice,2019,Q2,Recapitalization,Mountain West,Mixed,305.1,117.3,9.4,15.2,17.2,16.4,2.6,3.8,Withdrawn,Geographic Expansion|High Growth|Vertical Integration,2,,Strategic,Private
MA-2017-0359,Coastal Home Health,Warburg Pincus,Home Health/Hospice,Home Health/Hospice,2017,Q1,Strategic Acquisition,National,Leveraged,225.0,173.1,27.0,10.9,15.4,14.4,1.3,21.0,Closed,High Growth|Cost Synergies,2,142.0,Financial Sponsor,Non-Profit
MA-2018-0360,Green Health Assurance,Warburg Pincus,Health Insurance,Health Insurance,2018,Q2,Recapitalization,Midwest,Leveraged,176.9,117.9,13.0,3.4,16.6,18.7,1.5,2.2,Closed,Geographic Expansion|High Growth|Diversification,2,234.0,Financial Sponsor,PE-Backed
MA-2021-0361,Harbor Home Health,New Mountain Capital,Home Health/Hospice,Home Health/Hospice,2021,Q4,SPAC Merger,West Coast,All Cash,26.9,11.3,1.5,8.3,8.0,11.9,2.39,2.5,Closed,Geographic Expansion|Market Share,1,47.0,Financial Sponsor,Private
MA-2015-0362,Tri Denial Management,AdvancedMD,Revenue Cycle,Revenue Cycle,2015,Q2,Merger of Equals,Midwest,Seller Financing,646.2,198.2,49.4,16.9,14.0,21.0,3.26,12.7,Closed,Scale|Geographic Expansion|Vertical Integration,3,117.0,Strategic,Private
MA-2019-0363,Independence Health Tech,R1 RCM,Health IT,Health IT,2019,Q3,SPAC Merger,West Coast,Seller Financing,109.2,19.6,4.2,27.9,17.7,25.8,5.56,9.1,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Cost Synergies,5,381.0,Strategic,PE-Backed
MA-2016-0364,Charter Home Health,Kindred at Home,Home Health/Hospice,Home Health/Hospice,2016,Q4,Strategic Acquisition,Great Plains,Stock,33.5,25.2,2.7,7.1,9.9,13.2,1.33,15.9,Rumored,Geographic Expansion|Cost Synergies,1,,Strategic,Private
MA-2023-0365,Eastern Care Management Tech,Arcadian Telepsychiatry,Health IT,Health IT,2023,Q2,SPAC Merger,Northeast,Seller Financing,30.8,5.1,1.1,20.5,26.8,18.5,6.02,3.4,Closed,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Diversification,1,213.0,Strategic,Private
MA-2016-0366,Beacon Indemnity,Blackstone,Health Insurance,Health Insurance,2016,Q4,Leveraged Buyout,West Coast,Seller Financing,1328.8,674.5,16.9,7.2,2.7,21.6,1.97,4.6,Closed,Scale|Geographic Expansion|Diversification,3,419.0,Financial Sponsor,PE-Backed
MA-2016-0367,Bridge Physician Partners,Vista Equity,Physician Groups,Physician Groups,2016,Q4,Bolt-on Acquisition,Mountain West,Stock,6.4,4.7,0.4,7.9,17.0,12.8,1.35,14.7,Closed,Geographic Expansion|Platform Build|High Growth|Cost Synergies,2,243.0,Financial Sponsor,Non-Profit
MA-2023-0368,Green Addiction Treatment,Behavioral Health Group,Behavioral Health,Behavioral Health,2023,Q2,Minority Investment,Southeast,Mixed,32.2,11.6,2.0,11.9,15.7,15.2,2.77,3.6,Closed,Geographic Expansion|High Growth|Market Share,3,91.0,Strategic,Non-Profit
MA-2021-0369,Liberty Addiction Treatment,TPG Capital,Behavioral Health,Behavioral Health,2021,Q2,Leveraged Buyout,National,Earnout,117.9,50.6,9.0,8.8,16.0,8.8,2.33,2.7,Closed,High Growth|Diversification,2,121.0,Financial Sponsor,Private
MA-2016-0370,Gateway Medicare Advantage,TPG Capital,Health Insurance,Health Insurance,2016,Q4,Recapitalization,Southeast,Leveraged,365.0,811.1,12.2,3.5,5.8,11.4,0.45,6.5,Closed,Geographic Expansion|Cross-sell,5,53.0,Financial Sponsor,Private
MA-2021-0371,Core Hospice,Warburg Pincus,Home Health/Hospice,Home Health/Hospice,2021,Q4,SPAC Merger,West Coast,Stock,18.3,7.6,0.7,7.9,5.8,12.7,2.41,9.0,Terminated,Geographic Expansion|Vertical Integration,2,,Financial Sponsor,Non-Profit
MA-2021-0372,Oak Clinical Analytics,Epic Systems,Health IT,Health IT,2021,Q4,Merger of Equals,Multi-Regional,Mixed,15.4,2.9,0.7,24.9,23.1,18.1,5.34,13.1,Terminated,Technology Capability|Geographic Expansion|High Growth|Margin Improvement|Diversification,2,,Strategic,Private
MA-2017-0373,Capital Pharmaceuticals,Amgen,Pharma/Biotech,Pharma/Biotech,2017,Q2,Carve-out,Mountain West,Mixed,94.7,11.2,3.7,27.0,9.9,19.1,8.44,12.9,Closed,Geographic Expansion|Margin Improvement|Carve-out Complexity|Diversification,2,287.0,Strategic,Public
MA-2019-0374,Alliance Health Systems,Ascension Health,Healthcare Services,Healthcare Services,2019,Q2,Carve-out,West Coast,Seller Financing,708.3,286.8,29.3,11.0,8.0,15.0,2.47,8.9,Withdrawn,Scale|Geographic Expansion|Carve-out Complexity|Diversification,3,,Strategic,Non-Profit
MA-2021-0375,Standard Home Health Partners,Vista Equity,Home Health/Hospice,Home Health/Hospice,2021,Q4,Carve-out,Northeast,Seller Financing,170.2,86.4,9.4,8.7,11.3,11.6,1.97,10.8,Closed,Geographic Expansion|Carve-out Complexity|Diversification,4,104.0,Financial Sponsor,Public
MA-2019-0376,Valley Specialty Care,Welsh Carson,Physician Groups,Physician Groups,2019,Q2,Management Buyout,Southwest,Seller Financing,172.3,134.6,12.0,15.4,13.0,7.2,1.28,4.7,Pending,Geographic Expansion|Diversification,2,,Financial Sponsor,Private
MA-2022-0377,National Behavioral Services,New Mountain Capital,Behavioral Health,Behavioral Health,2022,Q4,Platform Investment,Midwest,Cash + Stock,228.4,89.9,9.7,17.4,20.9,15.6,2.54,5.9,Closed,Geographic Expansion|Platform Build|High Growth|Diversification,2,165.0,Financial Sponsor,Private
MA-2023-0378,Sterling Revenue Cycle,Blackstone,Revenue Cycle,Revenue Cycle,2023,Q1,Bolt-on Acquisition,Mid-Atlantic,Leveraged,458.4,138.1,33.6,20.9,15.4,16.2,3.32,7.3,Closed,Geographic Expansion|Platform Build|High Growth|Margin Improvement|Market Share,3,68.0,Financial Sponsor,Non-Profit
